belongs_to_collection,budget,popularity,production_countries,runtime,spoken_languages,vote_average,vote_count,year,cast_size,crew_size,is_english,is_non-popular_production,is_Animation,is_Comedy,is_Family,is_Adventure,is_Fantasy,is_Drama,is_Romance,is_Action,is_Crime,is_Thriller,is_History,is_Science Fiction,is_Mystery,is_Horror,is_War,is_Music,is_non-popular_director,is_Friday,is_Holiday
1,16500000.0,10.673167,46,136.0,1,7.2,364.0,1995.0,17,8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4000000.0,9.026586,28,98.0,1,6.5,539.0,1995.0,24,88,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,30000000.0,8.205447999999999,28,90.0,1,6.1,1128.0,1995.0,15,11,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1,60000000.0,7.3379059999999985,28,103.0,1,5.4,224.0,1995.0,15,44,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,30250000.0,12.669608,28,105.0,1,6.4,305.0,1995.0,16,26,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,50000000.0,11.065939,38,132.0,3,6.0,394.0,1995.0,17,71,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
1,3600000.0,10.332025,28,112.0,1,7.1,365.0,1995.0,14,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,12000000.0,8.681325,28,100.0,1,6.6,91.0,1995.0,16,8,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,18000000.0,9.822423,30,108.0,2,7.6,308.0,1995.0,37,21,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,29500000.0,12.297305,28,129.0,2,7.4,2470.0,1995.0,65,151,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1,30000000.0,14.404764000000002,41,89.0,1,6.0,756.0,1995.0,18,11,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11000000.0,6.891317,46,122.0,1,7.3,350.0,1995.0,42,95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,18000000.0,10.870138,28,101.0,1,5.4,452.0,1995.0,11,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,20000000.0,10.448481,28,106.0,1,6.7,177.0,1995.0,14,16,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,10000000.0,4.485958,28,116.0,1,6.5,38.0,1995.0,34,18,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,33000000.0,18.45743,28,127.0,1,8.1,5915.0,1995.0,49,91,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,55000000.0,13.280069,28,81.0,1,6.7,1509.0,1995.0,16,31,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6000000.0,16.302466,28,106.0,4,8.1,3334.0,1995.0,18,64,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1,15000000.0,15.899134,28,95.0,1,6.7,145.0,1995.0,12,30,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3500000.0,14.56965,28,91.0,1,7.0,513.0,1995.0,18,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,19000000.0,15.339153,28,108.0,2,6.9,1644.0,1996.0,33,117,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0
1,50000000.0,5.912223,28,91.0,2,4.1,54.0,1995.0,18,14,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
1,15000000.0,2.936443,28,90.0,1,3.9,16.0,1996.0,7,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,20000000.0,12.758848,47,108.0,1,6.1,154.0,1995.0,9,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,8000000.0,4.486179,28,116.0,1,6.7,87.0,1995.0,14,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,38000000.0,9.568604,28,129.0,4,6.3,86.0,1996.0,15,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,8169363.0,6.848591000000001,28,90.0,1,6.1,190.0,1995.0,12,10,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1,47000000.0,12.866139,28,104.0,1,5.7,77.0,1996.0,11,14,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
1,14000000.0,9.071127,28,100.0,1,4.5,113.0,1995.0,9,11,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,50000000.0,14.957626,28,108.0,1,5.7,459.0,1996.0,15,17,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,7000000.0,6.904831,28,91.0,2,6.8,285.0,1996.0,12,18,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,12000000.0,9.592265,28,92.0,1,6.5,767.0,1996.0,17,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,24000000.0,5.951077,28,135.0,1,7.3,397.0,1995.0,12,13,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,72000000.0,20.755149,28,177.0,4,7.7,3404.0,1995.0,55,67,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1,1300000.0,14.092713,28,114.0,2,8.1,2632.0,1976.0,30,46,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,7500000.0,12.314278,13,91.0,2,6.5,245.0,1995.0,9,4,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1,25000000.0,1.522412,28,113.0,1,5.1,7.0,1995.0,9,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,40000000.0,6.506983,28,117.0,2,5.4,139.0,1992.0,13,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,7000000.0,5.579088,28,92.0,1,6.3,66.0,1996.0,25,15,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,50000000.0,11.418917,28,95.0,1,5.1,45.0,1995.0,21,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
1,31000000.0,6.4996800000000015,28,117.0,2,6.7,303.0,1996.0,10,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,19000000.0,9.262184,28,118.0,1,6.5,1729.0,1995.0,32,20,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
1,4000000.0,0.922958,18,113.0,1,6.0,11.0,1995.0,20,29,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,52000000.0,18.761467,28,140.0,1,7.3,1637.0,1995.0,27,110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,28000000.0,10.193549,46,139.0,1,6.5,151.0,1995.0,24,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,100000000.0,13.321354,46,121.0,1,5.2,1529.0,1995.0,17,99,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1,2000000.0,11.528147,28,83.0,1,6.8,28.0,1995.0,20,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,11000000.0,5.391556,38,91.0,1,5.9,57.0,1995.0,17,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,50000000.0,12.812539,28,100.0,1,6.0,1045.0,1995.0,34,22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,25000000.0,4.558992,28,128.0,1,6.8,69.0,1995.0,78,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,50000000.0,7.260574,28,109.0,2,5.0,214.0,1995.0,21,9,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1
1,53000000.0,8.657364999999999,28,116.0,1,7.0,508.0,1995.0,18,32,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
1,7000000.0,6.950458,28,104.0,1,6.8,898.0,1995.0,16,20,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
1,27000000.0,4.646132,28,102.0,1,6.3,88.0,1995.0,11,8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,90000000.0,15.138855,28,128.0,3,6.9,2094.0,1995.0,17,49,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1,55000000.0,15.178338,28,134.0,2,5.9,319.0,1995.0,16,16,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1,20000000.0,14.810519,28,107.0,4,6.2,406.0,1995.0,25,29,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1,25000000.0,11.715868,38,97.0,2,5.5,380.0,1995.0,38,9,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
1,90000000.0,8.184814999999999,28,96.0,1,5.4,643.0,1995.0,17,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,1500000.0,4.877872,28,91.0,1,6.8,280.0,1995.0,16,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,500000.0,10.058329,28,89.0,1,7.2,64.0,1995.0,9,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6000000.0,8.255469999999999,28,94.0,1,6.8,400.0,1995.0,18,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,15000000.0,7.0242270000000016,37,92.0,1,5.2,153.0,1995.0,12,15,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1,2.0,2.466066,67,95.0,2,6.4,36.0,1995.0,13,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,22000000.0,13.304342000000002,28,114.0,2,5.6,359.0,1995.0,32,6,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0
1,150000.0,1.165039,28,94.0,1,5.8,14.0,1995.0,8,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,8.0,10.187623,28,98.0,1,6.4,139.0,1995.0,9,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,50000000.0,6.752119,28,135.0,1,5.5,111.0,1995.0,11,10,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1,45000000.0,17.502375,38,128.0,1,4.9,261.0,1995.0,23,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7000000.0,5.552946,48,112.0,1,7.2,115.0,1995.0,14,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,35000000.0,13.492845,28,108.0,1,5.5,457.0,1995.0,53,43,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,42000000.0,11.223055,28,145.0,1,6.8,334.0,1995.0,14,17,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
1,14000000.0,1.820419,28,99.0,1,4.6,9.0,1995.0,39,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,60000000.0,7.490247,28,100.0,1,5.6,217.0,1995.0,12,20,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,20000000.0,9.715639,28,103.0,1,6.5,168.0,1995.0,8,58,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,175000000.0,16.885184,28,135.0,3,5.9,1017.0,1995.0,15,116,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2800000.0,2.486073,20,135.0,1,6.7,35.0,1994.0,6,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2500000.0,11.304979,54,105.0,3,7.7,984.0,1995.0,27,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,10000000.0,6.638116,28,89.0,3,6.2,464.0,1995.0,17,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,21000000.0,3.030309,38,115.0,1,6.3,48.0,1995.0,6,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,27000.0,10.513367,28,92.0,1,7.4,769.0,1994.0,15,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25000000.0,7.438934,28,97.0,1,6.3,184.0,1994.0,13,12,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,55000000.0,11.812244,28,123.0,1,5.9,217.0,1994.0,12,6,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0
1,16000000.0,9.844558,28,107.0,1,6.5,1894.0,1994.0,80,85,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,18000000.0,11.720358,28,127.0,1,7.3,639.0,1994.0,68,52,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,15000000.0,8.182165,28,103.0,1,5.0,24.0,1995.0,7,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1,700000.0,9.47666,28,171.0,1,7.7,91.0,1994.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5000000.0,9.438042,15,99.0,1,6.9,299.0,1994.0,14,10,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,10500000.0,2.688562,2,113.0,2,6.0,17.0,1995.0,8,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,60000000.0,11.970205,28,123.0,2,7.2,1558.0,1994.0,15,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,14000000.0,1.596058,28,139.0,1,5.2,10.0,1995.0,14,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,60000000.0,6.710215,28,109.0,1,4.7,381.0,1994.0,66,9,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,11000000.0,42.149697,28,121.0,1,8.1,6778.0,1977.0,106,20,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,2000000.0,4.126083,10,105.0,2,6.6,70.0,1992.0,15,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,30000000.0,12.199047,28,133.0,2,7.2,636.0,1994.0,25,17,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1,17000000.0,7.698525999999998,28,106.0,1,6.4,28.0,1995.0,10,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,45000000.0,14.287753,55,123.0,1,6.1,272.0,1994.0,20,15,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1
1,6.0,1.137266,28,95.0,1,5.6,7.0,1995.0,6,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,31000000.0,5.930957,28,112.0,1,6.1,128.0,1994.0,26,15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1,34000000.0,11.226856,28,119.0,3,6.9,927.0,1994.0,47,20,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1,50000000.0,13.676444,28,127.0,3,6.4,522.0,1995.0,14,13,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1,16000000.0,20.477329,38,110.0,1,8.2,4293.0,1994.0,39,19,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1,11000000.0,1.4335440000000002,28,113.0,1,6.6,9.0,1995.0,7,19,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,8000000.0,140.95023600000005,28,154.0,3,8.3,8670.0,1994.0,54,87,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,400000.0,1.638622,10,105.0,2,6.1,9.0,1992.0,9,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32000000.0,7.54701,37,107.0,1,6.2,431.0,1995.0,16,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,22000000.0,3.395867,28,108.0,1,6.4,7.0,1995.0,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15000000.0,6.2594330000000005,28,133.0,5,5.3,33.0,1994.0,47,14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,35000000.0,8.910461999999997,28,89.0,1,6.5,251.0,1994.0,13,75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,45000000.0,10.388183,36,110.0,1,5.5,317.0,1994.0,12,14,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,55000000.0,13.328924,38,121.0,3,6.8,942.0,1994.0,15,30,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,22000000.0,9.665424,28,97.0,1,6.3,501.0,1994.0,11,8,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,25000000.0,51.645403,28,142.0,1,8.5,8358.0,1994.0,42,90,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,25000000.0,7.602086999999999,28,98.0,1,5.5,140.0,1995.0,76,10,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,38000000.0,8.105708,28,118.0,1,6.4,461.0,1994.0,17,15,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1,6000000.0,2.86007,28,98.0,1,5.4,33.0,1995.0,30,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1,11000000.0,10.3919,28,118.0,1,7.5,943.0,1993.0,25,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,30000000.0,5.188399,28,106.0,1,5.4,163.0,1995.0,11,8,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
1,17000000.0,15.783615,28,103.0,1,6.5,340.0,1995.0,10,8,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,3000000.0,5.254847,23,106.0,1,6.9,104.0,1994.0,14,12,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,15000000.0,11.247957,28,86.0,1,6.4,1684.0,1994.0,19,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,5000000.0,11.298195,56,139.0,2,7.0,115.0,1992.0,13,33,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,62000000.0,7.513244999999999,28,141.0,1,6.4,390.0,1994.0,18,85,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,45000000.0,15.263829,28,119.0,1,6.4,287.0,1994.0,15,16,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1,15000000.0,15.799335999999998,28,102.0,1,7.3,980.0,1994.0,16,25,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,46000000.0,15.019586,28,91.0,1,5.0,559.0,1994.0,15,31,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,55000000.0,48.307194,28,142.0,1,8.2,8147.0,1994.0,66,131,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6000000.0,8.990345,18,117.0,1,6.6,654.0,1994.0,29,13,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,45000000.0,3.570874,28,123.0,2,5.3,41.0,1994.0,16,26,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,45000000.0,21.605761,28,89.0,1,8.0,5520.0,1994.0,28,35,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,35000000.0,5.681522,54,140.0,1,6.0,76.0,1993.0,12,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,14000000.0,9.860522,28,112.0,1,6.4,297.0,1994.0,42,37,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1,23000000.0,14.13488,28,101.0,2,6.6,2550.0,1994.0,16,14,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,30000000.0,10.587232,28,83.0,1,6.4,535.0,1994.0,31,13,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,11500000.0,6.514592,28,99.0,1,6.5,180.0,1994.0,17,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,8000000.0,5.137903,28,98.0,1,6.4,71.0,1993.0,15,12,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1,30000000.0,10.859292,28,116.0,1,6.8,1814.0,1994.0,58,10,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,27000000.0,8.907074,37,99.0,1,5.5,288.0,1994.0,15,15,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
1,115000000.0,11.396099,28,141.0,4,6.8,1138.0,1994.0,10,23,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,63000000.0,9.277147,28,191.0,1,6.5,203.0,1994.0,24,18,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
1,10000000.0,3.021526,28,100.0,1,6.0,31.0,1994.0,40,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,7000000.0,0.912909,28,119.0,1,5.9,9.0,1994.0,9,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,35000000.0,13.58449,37,102.0,2,4.1,330.0,1994.0,14,18,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,26000000.0,6.866634,38,99.0,1,4.5,110.0,1994.0,8,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,8000000.0,8.497643,28,95.0,1,7.1,307.0,1994.0,12,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1,34000000.0,8.013617,28,139.0,2,7.0,172.0,1993.0,24,8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,17080000.0,1.896273,28,107.0,1,5.1,42.0,1994.0,13,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,50000000.0,11.787784,28,104.0,1,5.5,445.0,1994.0,23,14,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,13000000.0,6.559692999999998,28,87.0,1,5.8,102.0,1993.0,10,16,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1,22000000.0,6.115628,28,121.0,2,7.4,447.0,1993.0,31,45,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,13000000.0,1.316741,28,90.0,1,3.7,10.0,1993.0,8,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,30000000.0,8.698509,28,144.0,2,7.7,805.0,1993.0,63,40,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
1,70000000.0,9.830853,47,112.0,1,6.1,600.0,1993.0,15,29,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1,40000000.0,14.228963,28,121.0,2,5.4,117.0,1994.0,15,15,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
1,6900000.0,6.8652,28,102.0,1,7.4,588.0,1993.0,17,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,57000000.0,11.626116,28,115.0,1,6.4,1018.0,1993.0,22,124,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
1,30000000.0,8.468869,28,94.0,1,5.7,77.0,1993.0,16,14,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,42000000.0,9.678367,28,154.0,1,6.6,513.0,1993.0,22,19,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,20000000.0,5.990572,38,112.0,1,6.0,429.0,1993.0,15,11,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
